Date,Open,High,Low,Close,Adj Close,Volume
2013-12-30,64.389999,64.830002,64.129997,64.389999,56.108879,1229800
2013-12-31,64.400002,64.860001,64.339996,64.690002,56.370312,1386300
2014-01-02,64.610001,64.639999,63.439999,63.580002,55.403057,2282100
2014-01-03,63.580002,63.869999,63.139999,63.509998,55.342052,1739100
2014-01-06,63.639999,63.810001,63.250000,63.520000,55.350765,1889000
2014-01-07,63.810001,64.739998,63.700001,64.690002,56.370312,2196600
2014-01-08,64.529999,65.129997,64.279999,64.760002,56.431293,2935500
2014-01-09,65.500000,66.440002,65.160004,66.320000,57.790665,2961600
2014-01-10,66.769997,67.820000,66.639999,67.779999,59.062893,3385000
2014-01-13,67.769997,68.470001,67.010002,67.169998,58.531357,2852000
2014-01-14,67.199997,67.430000,66.820000,67.110001,58.479065,1750500
2014-01-15,67.099998,67.160004,66.559998,66.629997,58.060802,1613700
2014-01-16,66.239998,66.550003,65.849998,66.480003,57.930099,1779500
2014-01-17,66.320000,66.550003,66.050003,66.290001,57.764526,1947600
2014-01-21,66.489998,66.940002,66.379997,66.879997,58.278641,2775200
2014-01-22,66.879997,67.239998,66.790001,67.120003,58.487785,2148200
2014-01-23,66.720001,67.000000,66.070000,66.400002,57.860374,2643500
2014-01-24,66.089996,66.820000,65.860001,65.930000,57.450825,2383200
2014-01-27,65.959999,66.750000,65.849998,66.419998,57.877811,2171700
2014-01-28,66.419998,66.639999,66.059998,66.260002,57.738392,2380500
2014-01-29,66.080002,66.459999,65.870003,66.279999,57.755810,2646200
2014-01-30,66.449997,67.169998,66.330002,67.050003,58.426785,2184200
2014-01-31,65.620003,68.449997,65.080002,67.910004,59.176186,4436900
2014-02-03,67.839996,68.860001,66.919998,67.120003,58.487785,3096300
2014-02-04,67.129997,67.349998,65.760002,65.849998,57.381111,3507300
2014-02-05,65.599998,65.849998,65.059998,65.699997,57.250401,2684100
2014-02-06,65.650002,66.099998,65.110001,65.930000,57.450825,1735000
2014-02-07,66.080002,66.980003,65.949997,66.930000,58.322212,2138000
2014-02-10,67.269997,68.570000,66.930000,68.489998,59.681587,3972400
2014-02-11,68.690002,69.589996,68.360001,69.139999,60.247993,3114000
2014-02-12,69.000000,69.519997,68.760002,69.360001,60.439701,1846600
2014-02-13,69.059998,70.750000,69.000000,70.690002,61.598652,2736000
2014-02-14,70.489998,71.169998,70.099998,71.110001,61.964642,2225000
2014-02-18,71.150002,71.309998,70.680000,70.860001,61.746777,2094900
2014-02-19,70.820000,71.730003,70.470001,70.639999,61.555084,2125000
2014-02-20,70.730003,71.730003,70.610001,71.500000,62.304466,2032000
