Date,Open,High,Low,Close,Adj Close,Volume
2013-12-30,148.039993,148.770004,146.009995,146.979996,131.772156,835600
2013-12-31,147.309998,148.860001,147.309998,148.660004,133.278351,693000
2014-01-02,147.050003,147.789993,145.839996,146.070007,130.956284,1115900
2014-01-03,146.500000,147.330002,146.479996,147.059998,131.843857,843400
2014-01-06,147.300003,148.089996,146.100006,146.279999,131.144577,1134800
2014-01-07,149.000000,149.300003,147.500000,148.610001,133.233505,1684100
2014-01-08,148.389999,149.100006,147.710007,148.500000,133.134857,1222700
2014-01-09,149.000000,150.429993,148.539993,148.729996,133.341049,1646600
2014-01-10,148.990005,149.690002,147.550003,149.449997,133.986603,1245800
2014-01-13,153.699997,154.350006,150.509995,150.919998,135.304489,3449000
2014-01-14,151.130005,151.929993,149.190002,151.419998,135.752716,2575800
2014-01-15,151.419998,154.339996,151.100006,153.500000,137.617554,2294200
2014-01-16,153.000000,153.520004,152.619995,153.490005,137.608582,1378700
2014-01-17,153.729996,153.990005,153.009995,153.820007,137.904419,2016300
2014-01-21,154.000000,156.539993,153.789993,154.100006,138.155457,2274600
2014-01-22,155.000000,157.050003,154.259995,156.649994,140.441589,2646600
2014-01-23,157.110001,158.429993,150.300003,150.490005,134.918961,3944100
2014-01-24,151.330002,151.330002,146.679993,147.759995,132.471420,3496200
2014-01-27,148.119995,149.089996,145.119995,147.020004,131.807999,2851400
2014-01-28,147.009995,148.820007,146.800003,148.279999,132.937653,2676000
2014-01-29,147.139999,148.240005,146.500000,147.350006,132.103882,2501000
2014-01-30,148.589996,150.289993,147.669998,148.660004,133.278351,1931600
2014-01-31,147.070007,151.990005,145.940002,150.910004,135.295471,2618200
2014-02-03,150.539993,152.000000,147.419998,147.740005,132.453522,2307200
2014-02-04,147.789993,148.970001,144.690002,148.179993,132.847946,2205000
2014-02-05,147.740005,151.970001,147.429993,150.389999,134.829300,2728100
2014-02-06,149.729996,152.639999,149.500000,151.740005,136.039627,2073800
2014-02-07,151.899994,155.699997,151.059998,155.130005,139.078873,2072700
2014-02-10,154.750000,155.410004,153.509995,153.979996,138.047852,2375000
2014-02-11,154.570007,158.320007,154.179993,157.559998,141.257446,2242200
2014-02-12,158.710007,159.449997,157.970001,158.919998,142.476715,1851100
2014-02-13,157.660004,160.759995,156.539993,159.800003,143.265686,2461600
2014-02-14,159.800003,163.240005,159.309998,162.889999,146.035950,2556400
2014-02-18,161.529999,163.949997,161.529999,162.699997,145.865616,1985200
2014-02-19,162.600006,164.710007,162.009995,162.649994,145.820801,1762400
2014-02-20,163.000000,165.889999,162.919998,164.270004,147.273178,2112600
2014-02-21,165.000000,165.440002,163.369995,164.330002,147.326996,2377600
2014-02-24,165.619995,168.410004,164.800003,166.139999,148.949661,2534300
2014-02-25,166.580002,167.429993,163.100006,163.610001,146.681473,2278400
2014-02-26,163.300003,164.410004,160.809998,160.830002,144.189087,2691000
2014-02-27,160.399994,161.669998,159.509995,161.440002,145.942856,3075100
2014-02-28,161.149994,163.309998,161.149994,162.300003,146.720322,2232700
2014-03-03,160.820007,164.210007,160.520004,163.550003,147.850357,1709000
2014-03-04,164.289993,166.169998,164.289993,165.639999,149.739731,1748200
2014-03-05,166.229996,167.429993,165.500000,166.820007,150.806473,1889200
2014-03-06,166.850006,167.479996,166.399994,166.839996,150.824493,1378300
2014-03-07,167.500000,167.869995,165.970001,166.570007,150.580444,1403500
