Date,Open,High,Low,Close,Adj Close,Volume
2013-12-27,71.244545,71.255455,70.633186,70.949783,60.156445,366600
2013-12-30,70.425766,71.069870,70.349342,70.742355,59.980556,184000
2013-12-31,71.168121,71.386459,70.993446,71.310043,60.461903,230000
2014-01-02,70.698692,70.753273,69.901749,70.240173,59.554779,530300
2014-01-03,70.698692,71.026199,70.578606,70.644104,59.897251,390800
2014-01-06,70.513100,70.698692,70.174675,70.229256,59.545517,355000
2014-01-07,70.240173,70.316597,69.770744,70.087334,59.425190,359800
2014-01-08,69.334061,69.585152,69.159386,69.432312,58.869804,730700
2014-01-09,69.727074,69.858078,69.323143,69.639740,59.045681,322300
2014-01-10,69.912666,70.458519,69.868996,70.283844,59.591801,345600
2014-01-13,69.301308,69.585152,68.984718,69.148468,58.629147,476200
2014-01-14,70.262009,70.262009,69.661575,69.934494,59.295597,435800
2014-01-15,69.727074,69.978165,69.694321,69.803490,59.184517,210700
2014-01-16,70.043671,70.109169,69.475983,69.934494,59.295597,212800
2014-01-17,70.644104,70.840614,70.316597,70.338425,59.638088,319500
2014-01-21,71.320961,71.441048,70.982536,71.179039,60.350815,380500
2014-01-22,71.921394,72.489082,71.790390,72.237991,61.248669,687600
2014-01-23,72.303490,72.358078,71.757645,71.932312,60.989498,698300
2014-01-24,71.593887,71.593887,70.851532,70.851532,60.073132,733800
2014-01-27,71.244545,71.451965,70.633186,70.720528,59.962059,594800
2014-01-28,71.037117,71.168121,70.655022,70.807861,60.036102,426500
2014-01-29,70.076416,70.436684,69.901749,70.207420,59.527008,417400
2014-01-30,70.283844,70.655022,70.240173,70.403931,59.693619,328500
2014-01-31,70.240173,70.895195,70.229256,70.720528,59.962059,398400
2014-02-03,70.644104,70.796944,69.868996,69.967247,59.323368,400900
2014-02-04,70.098251,70.196510,69.508736,69.825325,59.203041,314500
2014-02-05,69.181221,69.628822,69.039299,69.486900,58.916103,332900
2014-02-06,69.978165,70.458519,69.967247,70.251091,59.564041,324500
2014-02-07,70.775108,71.102623,70.622269,71.026199,60.221226,384800
2014-02-10,71.146286,71.703056,71.102623,71.506554,60.628502,300600
2014-02-11,72.292580,73.144104,72.194321,72.958519,61.859589,482600
2014-02-12,72.707420,73.220528,72.685593,72.991264,61.887356,393200
2014-02-13,73.155022,73.777290,73.111351,73.602623,62.405708,356500
