Date,Open,High,Low,Close,Adj Close,Volume
2013-12-30,80.239998,80.379997,79.769997,80.339996,70.192947,664000
2013-12-31,80.220001,80.379997,80.029999,80.379997,70.227890,377400
2014-01-02,79.040001,79.309998,78.540001,78.720001,68.777557,1345400
2014-01-03,78.919998,79.339996,78.779999,79.110001,69.118301,736900
2014-01-06,79.290001,79.629997,79.150002,79.190002,69.188194,1056500
2014-01-07,79.720001,79.830002,79.349998,79.470001,69.432831,2908500
2014-01-08,79.800003,80.010002,79.519997,79.709999,69.642509,1078000
2014-01-09,79.800003,81.040001,79.269997,80.809998,70.603577,2696100
2014-01-10,80.629997,81.370003,80.589996,81.339996,71.066635,1641100
2014-01-13,80.940002,81.199997,80.330002,80.389999,70.236633,1175300
2014-01-14,80.529999,80.940002,80.389999,80.739998,70.542419,917400
2014-01-15,80.760002,81.089996,80.510002,80.839996,70.629799,1533000
2014-01-16,81.680000,81.879997,81.510002,81.779999,71.451080,1404700
2014-01-17,81.580002,81.639999,81.029999,81.180000,70.926849,1006100
2014-01-21,81.379997,81.620003,81.169998,81.370003,71.092857,1190500
2014-01-22,80.839996,80.989998,80.629997,80.790001,70.586113,1275600
2014-01-23,81.830002,82.019997,81.449997,81.790001,71.459808,2870100
2014-01-24,80.410004,80.500000,79.650002,79.839996,69.756096,2208400
2014-01-27,79.459999,79.470001,78.639999,78.779999,68.829979,2397800
2014-01-28,79.379997,79.629997,79.070000,79.559998,69.511459,2051200
2014-01-29,79.129997,79.620003,78.839996,79.269997,69.258087,4029200
2014-01-30,79.690002,80.000000,79.660004,79.940002,69.843460,2659600
2014-01-31,78.809998,79.480003,78.430000,79.070000,69.083359,2538700
2014-02-03,79.870003,79.919998,78.500000,78.620003,68.690186,1953200
2014-02-04,78.430000,78.489998,77.900002,78.199997,68.323227,2981200
2014-02-05,78.529999,78.750000,78.370003,78.550003,68.629028,1732700
2014-02-06,79.550003,79.610001,79.089996,79.220001,69.214401,1920300
2014-02-07,79.690002,80.930000,79.680000,80.919998,70.699684,1498700
2014-02-10,80.230003,80.720001,80.150002,80.599998,70.420105,2422700
2014-02-11,80.120003,80.989998,80.099998,80.860001,70.647270,2305300
2014-02-12,80.809998,81.870003,80.800003,81.870003,71.529709,2892800
2014-02-13,81.910004,82.320000,81.839996,82.279999,71.887909,2281700
2014-02-14,82.559998,82.940002,82.489998,82.940002,72.464554,1937600
2014-02-18,82.599998,82.940002,82.589996,82.720001,72.272354,1968700
2014-02-19,82.220001,82.550003,81.690002,81.760002,71.433594,3414500
2014-02-20,81.860001,82.580002,81.690002,82.279999,71.887909,3033300
2014-02-21,83.029999,83.099998,82.519997,82.650002,72.211189,2180500
2014-02-24,83.209999,84.000000,83.120003,83.519997,72.971298,1732500
2014-02-25,83.930000,84.330002,83.620003,83.800003,73.215942,2292600
2014-02-26,83.809998,83.940002,83.330002,83.410004,72.875206,1471000
2014-02-27,82.269997,82.620003,82.180000,82.550003,74.554138,2166300
2014-02-28,83.620003,83.629997,82.709999,83.180000,75.123116,3376800
2014-03-03,82.089996,82.239998,81.120003,81.290001,73.416183,1806500
2014-03-04,82.540001,82.879997,82.309998,82.570000,74.572205,1598700
2014-03-05,83.190002,83.389999,82.949997,83.099998,75.050865,1694600
2014-03-06,84.300003,84.370003,83.730003,83.820000,75.701126,2067300
2014-03-07,83.699997,83.769997,82.870003,83.139999,75.086983,1940400
2014-03-10,83.129997,83.129997,82.489998,82.900002,74.870239,1641600
2014-03-11,83.190002,83.440002,82.699997,82.800003,74.779922,1276200
2014-03-12,82.550003,82.919998,82.440002,82.760002,74.743797,1563900
2014-03-13,82.989998,83.250000,81.500000,81.660004,73.750351,1600300
2014-03-14,81.470001,81.889999,81.440002,81.589996,73.687119,929400
2014-03-17,81.730003,82.449997,81.720001,82.150002,74.192886,620600
2014-03-18,82.489998,83.190002,82.360001,82.639999,74.635414,1416600
2014-03-19,82.070000,82.300003,80.709999,81.209999,73.343925,1267400
2014-03-20,80.720001,81.459999,80.639999,81.309998,73.434242,1129500
2014-03-21,82.300003,82.500000,81.529999,81.730003,73.813560,1783900
2014-03-24,81.769997,81.900002,80.769997,81.300003,73.425217,1102300
2014-03-25,81.669998,82.110001,81.209999,81.870003,73.940010,1914500
2014-03-26,81.849998,82.169998,81.110001,81.110001,73.253616,1176600
2014-03-27,81.389999,81.660004,81.070000,81.370003,73.488434,1086300
2014-03-28,82.000000,82.220001,81.419998,81.589996,73.687119,896400
2014-03-31,84.739998,85.230003,84.540001,85.019997,76.784882,2309200
2014-04-01,84.540001,84.860001,83.989998,84.510002,76.324287,1506400
2014-04-02,84.129997,84.690002,84.070000,84.570000,76.378479,1165200
2014-04-03,83.900002,83.910004,83.129997,83.410004,75.330849,1323600
2014-04-04,82.910004,83.500000,82.279999,82.510002,74.518013,1573200
2014-04-07,82.660004,83.010002,82.269997,82.519997,74.527039,1065700
2014-04-08,83.269997,83.580002,82.989998,83.419998,75.339867,1732600
2014-04-09,83.089996,84.110001,83.070000,84.029999,75.890785,1709700
2014-04-10,84.459999,84.650002,83.750000,83.830002,75.710152,2665200
2014-04-11,82.900002,83.449997,82.580002,82.669998,74.662514,1834400
2014-04-14,83.279999,83.989998,83.160004,83.830002,75.710152,2669500
2014-04-15,84.139999,84.370003,82.870003,83.790001,75.674034,2249400
2014-04-16,84.449997,84.510002,84.010002,84.410004,76.233978,1024600
2014-04-17,84.349998,84.889999,84.129997,84.669998,76.468788,969600
2014-04-21,84.709999,85.500000,84.500000,85.459999,77.182274,1507200
2014-04-22,86.430000,86.779999,86.180000,86.559998,78.175728,2158600
2014-04-23,86.919998,86.970001,86.070000,86.169998,77.823502,1845800
2014-04-24,84.620003,84.860001,83.709999,84.589996,76.396538,2549900
2014-04-25,84.860001,84.910004,84.220001,84.470001,76.288162,1437000
2014-04-28,85.699997,85.720001,84.459999,85.360001,77.091957,2438200
2014-04-29,85.750000,86.589996,85.739998,86.449997,78.076378,2229500
2014-04-30,86.449997,86.970001,86.250000,86.940002,78.518913,2049100
2014-05-01,86.910004,87.250000,86.550003,87.000000,78.573105,592000
2014-05-02,87.580002,87.750000,87.180000,87.360001,78.898239,1299500
2014-05-05,87.180000,87.820000,86.949997,87.769997,79.268524,984700
